dataset,model,mu_intercept,mu_log_slope,mu_log_lb,mu_log_ub,mu_log_eta,tau_intercept,tau_log_slope,tau_log_lb,tau_log_ub,tau_log_eta,participant,intercept,slope,lb,ub,eta,recorded_baseline_temperature,absolute_adapting_temperature,trial,absolute_target_temperature,rating
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,1,39.8444036758945,0.449404084892661
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,2,38,0.321262680953725
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,3,39.8444036758945,0.441805109103662
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,4,38,0.31743377324721
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,5,39.8444036758945,0.454365854225212
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,6,38,0.33768155985156
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,7,39.8444036758945,0.434657386125064
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,8,38,0.313092613700744
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,9,39.8444036758945,0.435750053972828
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,30,10,38,0.315768762713939
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,1,37.6264843488351,0.257193829095591
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,2,39,0.316201585029761
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,3,37.6264843488351,0.24399148334227
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,4,39,0.329699487306511
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,5,37.6264843488351,0.263438188172299
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,6,39,0.328830269462103
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,7,37.6264843488351,0.254576891088138
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,8,39,0.332272496699593
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,9,37.6264843488351,0.24658213409959
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,31,10,39,0.343159694689773
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,32,1,41.9777358205134,0.454474234353559
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,32,2,40,0.330817699259716
1,r,-2.615562285333,-1.84923900647579,1.79369082449228,2.62761552520434,2.81117618330252,0.882823396197165,1.19640570969273,0.763186236446174,2.84173706038634,4.8069487676279,1,-2.83699677472924,0.263552710498204,6.99128942723229,282.785068551088,2792.60628463235,32,32,3,41.9777358205134,0.446381840840044
