dataset,model,mu_intercept,mu_log_slope,mu_log_lb,mu_log_ub,mu_log_eta,tau_intercept,tau_log_slope,tau_log_lb,tau_log_ub,tau_log_eta,participant,intercept,slope,lb,ub,eta,recorded_baseline_temperature,absolute_adapting_temperature,trial,absolute_target_temperature,rating
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,1,39.0196062809721,0.141245848667032
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,2,38,0.132692576441414
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,3,39.0196062809721,0.142088490757284
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,4,38,0.137172997805527
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,5,39.0196062809721,0.140204574271982
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,6,38,0.134039084266326
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,7,39.0196062809721,0.137810647389405
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,8,38,0.134366320428123
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,9,39.0196062809721,0.139225808227687
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,30,10,38,0.133747205068259
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,1,39.0899473877784,0.144093981479179
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,2,39,0.14721492610527
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,3,39.0899473877784,0.142013769523815
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,4,39,0.147819976220323
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,5,39.0899473877784,0.146592059740046
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,6,39,0.141660290379974
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,7,39.0899473877784,0.147776883320713
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,8,39,0.132769356088177
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,9,39.0899473877784,0.140416861302837
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,31,10,39,0.148131582727907
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,1,39.3284879707619,0.145263937245066
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,2,40,0.145096689326372
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,3,39.3284879707619,0.149104117266985
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,4,40,0.142186865747399
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,5,39.3284879707619,0.143676408048055
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,6,40,0.149727255232423
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,7,39.3284879707619,0.136053342320052
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,8,40,0.155566019836135
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,9,39.3284879707619,0.138151096837424
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,32,10,40,0.150228201505944
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,33,1,41.6689203860233,0.156992000676905
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,33,2,41,0.150909567382867
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,33,3,41.6689203860233,0.150944306113325
1,a,-1.78370336306597,-1.45403105728163,2.68501192475065,2.40333312383231,3.65742763205318,3.07649157908901,2.87673450859632,2.27668080860545,2.78978082978663,4.21969952443755,1,-2.04429622871389,0.0349021256504182,11.6224854346019,200.177311340354,6405.74487398956,32,33,4,41,0.151680660037464
